ImageUniqueID,xmin,ymin,xmax,ymax
2332529038-42185,0.214286,0.410714,0.705357,0.973214
2238389144-88694,0.245536,0.191964,0.785714,0.656250
2238560106-255952,0.232143,0.267857,0.714286,0.754464
2238557859-107371,0.187500,0.093750,0.665179,0.767857
2238429318-16029,0.267857,0.017857,0.683036,0.825893
2868481314-139207,0.044643,0.330357,0.691964,0.647321
2382324571-265440,0.111607,0.254464,0.763393,0.825893
2238508250-172456,0.267857,0.017857,0.736607,0.910714
2237924649-77706,0.147321,0.357143,0.732143,0.870536
2417206932-342070,0.285714,0.093750,0.607143,0.625000
2981242393-72131,0.178571,0.125000,0.683036,0.767857
2237965916-227378,0.107143,0.120536,0.723214,0.741071
2430664605-196396,0.250000,0.245536,0.852679,0.727679
2237923755-151508,0.120536,0.089286,0.750000,0.535714
2238565872-332509,0.093750,0.375000,0.995536,0.968750
2269197397-338249,0.142857,0.303571,0.883929,0.763393
2874310482-364432,0.267857,0.089286,0.808036,0.803571
2237922431-225677,0.125000,0.401786,0.732143,0.816964
2238566126-257059,0.258929,0.138393,0.683036,0.540179
2421821583-44749,0.178571,0.151786,0.986607,0.879464
2238458428-17460,0.200893,0.165179,0.683036,0.629464
2883257413-67179,0.250000,0.191964,0.799107,0.647321
2818065314-133932,0.339286,0.285714,0.642857,0.727679
2238565441-256976,0.290179,0.241071,0.691964,0.660714
2430664678-47947,0.066964,0.125000,0.982143,0.803571
2868485470-213823,0.263393,0.330357,0.625000,0.674107
2424124206-268353,0.125000,0.053571,0.857143,0.977679
2883269405-216183,0.308036,0.026786,0.995536,0.754464
2238566854-109257,0.406250,0.433036,0.892857,0.995536
2413147549-117872,0.285714,0.187500,0.758929,0.950893
2864904448-63927,0.102679,0.415179,0.754464,0.937500
2898617398-68252,0.142857,0.200893,0.691964,0.861607
2864899443-63697,0.267857,0.151786,0.897321,0.732143
2237965121-227338,0.178571,0.325893,0.700893,0.821429
2237971661-227596,0.089286,0.227679,0.821429,0.750000
2238482811-242412,0.156250,0.191964,0.598214,0.861607
2964210409-144687,0.250000,0.102679,0.937500,0.852679
2238567957-332867,0.147321,0.098214,0.959821,0.647321
2825694303-60540,0.178571,0.267857,0.750000,0.857143
2351007557-340170,0.308036,0.026786,0.977679,0.973214
2868480488-65300,0.258929,0.125000,0.875000,0.995536
2238361544-87544,0.017857,0.040179,0.727679,0.718750
2430665019-122422,0.107143,0.223214,0.718750,0.812500
2238510658-24669,0.129464,0.281250,0.834821,0.651786
2238571026-257958,0.075893,0.066964,0.892857,0.888393
2238474227-316636,0.165179,0.303571,0.647321,0.870536
2812994301-282148,0.075893,0.267857,0.861607,0.741071
2818069303-59854,0.267857,0.258929,0.754464,0.584821
2238158008-8161,0.312500,0.040179,0.732143,0.892857
2237914402-300546,0.308036,0.214286,0.866071,0.852679
2238149324-82060,0.089286,0.147321,0.946429,0.834821
2864909332-362110,0.178571,0.241071,0.794643,0.897321
2238215708-10645,0.066964,0.254464,0.901786,0.959821
2238436824-90567,0.191964,0.080357,0.642857,0.696429
2238162483-8397,0.089286,0.053571,0.986607,0.852679
2862703393-63520,0.410714,0.116071,0.897321,0.638393
2382321445-191134,0.205357,0.084821,0.919643,0.691964
2238176492-306460,0.200893,0.232143,0.660714,0.875000
2238067187-303195,0.214286,0.227679,0.616071,0.709821
2238248226-233618,0.232143,0.468750,0.732143,0.812500
2238482269-94192,0.263393,0.040179,0.995536,0.928571
2898625407-366656,0.044643,0.089286,0.718750,0.968750
2864908409-138124,0.272321,0.209821,0.808036,0.571429
2238127631-228863,0.183036,0.267857,0.642857,0.870536
2238436741-238812,0.084821,0.183036,0.892857,0.508929
2238466514-92083,0.379464,0.294643,0.598214,0.906250
2862694423-63130,0.120536,0.366071,0.718750,0.741071
2248039299-114387,0.258929,0.232143,0.642857,0.799107
2331571448-41820,0.053571,0.276786,0.691964,0.870536
2238575114-110893,0.250000,0.200893,0.674107,0.660714
2238580116-260072,0.263393,0.236607,0.816964,0.723214
2238471550-166962,0.245536,0.111607,0.812500,0.892857
2351006883-42332,0.379464,0.218750,0.754464,0.754464
2238579162-335186,0.093750,0.142857,0.687500,0.843750
2382321401-265296,0.245536,0.129464,0.750000,0.888393
2818075325-208483,0.151786,0.254464,0.763393,0.754464
2238198826-232310,0.160714,0.209821,0.901786,0.678571
2427874709-121897,0.245536,0.308036,0.910714,0.763393
2446760498-49440,0.245536,0.035714,0.875000,0.741071
2901940380-217869,0.169643,0.107143,0.696429,0.924107
2825709321-283804,0.236607,0.116071,0.745536,0.861607
2237915317-300581,0.125000,0.232143,0.580357,0.812500
2860309395-210941,0.361607,0.178571,0.861607,0.968750
2238559903-33537,0.053571,0.160714,0.571429,0.709821
2868485460-213817,0.223214,0.098214,0.611607,0.441964
2238479452-317204,0.196429,0.017857,0.683036,0.687500
2860294314-136042,0.160714,0.223214,0.901786,0.745536
2238564399-108831,0.375000,0.236607,0.723214,0.794643
2238472187-316364,0.044643,0.303571,0.825893,0.790179
2238575569-111006,0.357143,0.250000,0.714286,0.651786
2421822045-193335,0.321429,0.129464,0.678571,0.861607
2237855938-936,0.075893,0.169643,0.919643,0.754464
2238481339-94009,0.183036,0.125000,0.861607,0.812500
2238519659-100019,0.111607,0.133929,0.933036,0.687500
2238426421-238333,0.321429,0.053571,0.767857,0.625000
2816360302-357465,0.044643,0.049107,0.830357,0.821429
2238562081-256321,0.254464,0.169643,0.937500,0.803571
2856920337-359697,0.160714,0.267857,0.669643,0.647321
2238494278-21918,0.156250,0.263393,0.750000,0.718750
2238573553-36058,0.107143,0.285714,0.736607,0.754464
2237963651-227222,0.138393,0.254464,0.723214,0.866071
2901950543-70558,0.348214,0.267857,0.973214,0.763393
2413149260-192288,0.071429,0.071429,0.995536,0.870536
2238560850-182224,0.517857,0.111607,0.781250,0.772321
2874305383-66152,0.375000,0.120536,0.696429,0.812500
2238515173-25361,0.156250,0.151786,0.861607,0.642857
2238468122-315878,0.267857,0.129464,0.736607,0.691964
2238467275-166442,0.183036,0.254464,0.709821,0.794643
2238181682-306665,0.160714,0.290179,0.763393,0.767857
2238552637-329828,0.196429,0.223214,0.955357,0.915179
2238507243-24070,0.401786,0.102679,0.861607,0.892857
2238505769-97783,0.303571,0.308036,0.727679,0.736607
2238492388-21647,0.093750,0.071429,0.892857,0.924107
2238573403-36021,0.223214,0.178571,0.678571,0.633929
2862699334-137440,0.553571,0.330357,0.834821,0.669643
2383042806-265814,0.125000,0.227679,0.799107,0.607143
2868469426-287544,0.102679,0.258929,0.968750,0.825893
2238567464-109379,0.080357,0.102679,0.799107,0.625000
2238492651-243895,0.263393,0.370536,0.616071,0.799107
2238483443-20174,0.142857,0.111607,0.691964,0.964286
2238576389-111207,0.406250,0.053571,0.758929,0.683036
2424122714-119945,0.308036,0.089286,0.629464,0.575893
2238528433-27509,0.325893,0.209821,0.678571,0.750000
2874304372-364045,0.366071,0.071429,0.968750,0.857143
2449442007-347661,0.299107,0.375000,0.696429,0.696429
2238518319-99836,0.227679,0.107143,0.580357,0.955357
2238191063-9580,0.205357,0.080357,0.986607,0.642857
2382324775-191337,0.294643,0.129464,0.660714,0.821429
2238476334-93229,0.133929,0.303571,0.897321,0.808036
2238537104-103446,0.424107,0.120536,0.718750,0.754464
2238582914-112710,0.285714,0.334821,0.808036,0.973214
2901935431-292322,0.285714,0.102679,0.700893,0.486607
2238478303-19329,0.026786,0.254464,0.651786,0.879464
2238505418-23767,0.191964,0.183036,0.816964,0.651786
2238222091-233512,0.276786,0.236607,0.790179,0.763393
2425496080-195233,0.218750,0.321429,0.950893,0.709821
2424121798-45337,0.285714,0.084821,0.866071,0.781250
2425495895-195195,0.254464,0.160714,0.790179,0.763393
2238580546-260185,0.102679,0.125000,0.607143,0.647321
2851433308-61502,0.348214,0.343750,0.982143,0.892857
2238508958-24376,0.214286,0.120536,0.892857,0.879464
2332528423-42091,0.071429,0.111607,0.723214,0.687500
2901938502-367651,0.294643,0.102679,0.790179,0.964286
2238590129-113718,0.267857,0.196429,0.714286,0.665179
2427873339-121614,0.348214,0.294643,0.732143,0.611607
2868475413-64940,0.116071,0.200893,0.723214,0.700893
2424123658-45752,0.196429,0.080357,0.741071,0.691964
2818076306-282956,0.250000,0.031250,0.933036,0.611607
2238514184-99204,0.214286,0.183036,0.968750,0.794643
2238471280-166917,0.191964,0.281250,0.790179,0.821429
2238478565-167746,0.209821,0.071429,0.875000,0.723214
2549106886-276110,0.093750,0.254464,0.674107,0.758929
2238532019-102326,0.035714,0.250000,0.812500,0.750000
2238219691-233393,0.241071,0.133929,0.723214,0.875000
2238148891-230069,0.267857,0.232143,0.745536,0.674107
2238333406-234378,0.250000,0.245536,0.928571,0.897321
2238159195-156457,0.200893,0.245536,0.946429,0.928571
2238495680-170277,0.125000,0.138393,0.799107,0.892857
2825707302-358746,0.214286,0.138393,0.683036,0.870536
2238572666-258241,0.080357,0.169643,0.571429,0.968750
2901941516-292832,0.196429,0.151786,0.607143,0.906250
2238562896-256472,0.053571,0.267857,0.799107,0.758929
2238164350-156692,0.133929,0.089286,0.924107,0.875000
2425494644-120909,0.450893,0.258929,0.955357,0.830357
2238540742-327624,0.125000,0.151786,0.691964,0.924107
2238506507-321404,0.151786,0.388393,0.915179,0.888393
2868469497-362585,0.232143,0.308036,0.995536,0.875000
2269197997-338404,0.250000,0.142857,0.901786,0.781250
2238552623-32123,0.433036,0.200893,0.892857,0.674107
2238556573-32801,0.116071,0.169643,0.821429,0.772321
2898632372-366986,0.075893,0.241071,0.892857,0.781250
2898624411-291540,0.267857,0.160714,0.723214,0.808036
2238530831-250179,0.156250,0.272321,0.750000,0.602679
2238509020-172604,0.299107,0.178571,0.669643,0.941964
2984628356-295994,0.357143,0.111607,0.924107,0.888393
2446758410-197437,0.080357,0.241071,0.933036,0.928571
2883269437-365986,0.218750,0.160714,0.861607,0.696429
2238189616-231858,0.209821,0.200893,0.709821,0.861607
2238501489-97111,0.160714,0.107143,0.642857,0.705357
2382324348-42841,0.026786,0.312500,0.642857,0.790179
2238496968-22339,0.294643,0.218750,0.709821,0.776786
2818065330-208294,0.107143,0.250000,0.700893,0.781250
2238378908-13961,0.232143,0.200893,0.580357,0.888393
2981236410-219955,0.303571,0.129464,0.883929,0.888393
2238565027-332374,0.375000,0.250000,0.892857,0.816964
2238511017-322185,0.107143,0.120536,0.950893,0.799107
2303159294-115839,0.303571,0.325893,0.812500,0.825893
2964209466-293926,0.089286,0.191964,0.785714,0.825893
2238510381-246780,0.330357,0.227679,0.705357,0.933036
2804901324-133047,0.339286,0.281250,0.696429,0.727679
2238191212-307191,0.330357,0.303571,0.683036,0.861607
2446758050-197348,0.232143,0.187500,0.687500,0.790179
2238552519-106368,0.160714,0.218750,0.660714,0.830357
2238585201-261302,0.196429,0.049107,0.799107,0.683036
2237913830-151132,0.209821,0.339286,0.839286,0.772321
2430666057-346082,0.482143,0.178571,0.754464,0.754464
2238515351-247521,0.147321,0.165179,0.785714,0.892857
2238557763-33055,0.267857,0.107143,0.718750,0.727679
2238474479-93085,0.267857,0.441964,0.959821,0.892857
2238497280-170607,0.209821,0.125000,0.687500,0.790179
2430666682-346245,0.053571,0.125000,0.776786,0.794643
2238566126-257061,0.178571,0.383929,0.821429,0.723214
2413147644-117901,0.437500,0.299107,0.750000,0.919643
2238566126-257060,0.218750,0.299107,0.727679,0.696429
2238517992-323266,0.035714,0.044643,0.535714,0.763393
2901948530-218523,0.102679,0.339286,0.933036,0.919643
2237859388-1745,0.196429,0.281250,0.812500,0.825893
2332527977-339689,0.151786,0.232143,0.687500,0.937500
2427873442-344990,0.214286,0.241071,0.883929,0.928571
2238330782-309492,0.107143,0.218750,0.955357,0.973214
2237942611-226162,0.151786,0.142857,0.870536,0.816964
2238561383-33828,0.241071,0.093750,0.821429,0.995536
2238577778-37072,0.415179,0.138393,0.714286,0.857143
2452381168-50785,0.191964,0.138393,0.589286,0.718750
2237957951-226847,0.366071,0.218750,0.647321,0.660714
2421823649-119532,0.281250,0.089286,0.638393,0.750000
2883270440-216262,0.044643,0.183036,0.825893,0.656250
2427875260-196063,0.290179,0.334821,0.812500,0.678571
2238564272-332227,0.200893,0.035714,0.674107,0.834821
2862700447-361405,0.459821,0.232143,0.754464,0.870536
2238383106-236625,0.321429,0.272321,0.651786,0.808036
2860299363-62138,0.232143,0.093750,0.785714,0.848214
2238118840-154445,0.160714,0.191964,0.767857,0.656250
2424125407-343711,0.017857,0.392857,0.750000,0.705357
2238559139-107688,0.125000,0.107143,0.794643,0.808036
2237966992-302606,0.191964,0.102679,0.549107,0.897321
2238478956-241811,0.142857,0.263393,0.540179,0.816964
2874317502-364855,0.196429,0.102679,0.750000,0.741071
2238572638-35814,0.232143,0.397321,0.575893,0.950893
2238184622-306829,0.366071,0.066964,0.611607,0.892857
2238457010-165814,0.160714,0.245536,0.714286,0.834821
2413150331-266536,0.160714,0.392857,0.933036,0.781250
2238497785-170681,0.245536,0.397321,0.852679,0.763393
2238149888-7819,0.174107,0.125000,0.982143,0.665179
2238495430-170224,0.250000,0.187500,0.758929,0.937500
2238572641-258235,0.178571,0.250000,0.642857,0.995536
2237918198-3057,0.223214,0.191964,0.839286,0.602679
2331571119-116107,0.129464,0.183036,0.723214,0.781250
2238263203-11301,0.254464,0.120536,0.946429,0.892857
2821602346-283434,0.125000,0.138393,0.982143,0.959821
2427873900-195788,0.133929,0.290179,0.879464,0.776786
2238528815-175784,0.312500,0.316964,0.566964,0.683036
2237963779-79243,0.142857,0.089286,0.870536,0.602679
2382321267-340425,0.241071,0.098214,0.843750,0.888393
2883255528-67070,0.066964,0.500000,0.839286,0.857143
2981234406-294846,0.303571,0.102679,0.714286,0.852679
2238553837-330041,0.272321,0.200893,0.959821,0.660714
2238466345-166338,0.151786,0.138393,0.732143,0.790179
2238517272-323145,0.214286,0.205357,0.571429,0.973214
2862685466-285776,0.142857,0.066964,0.901786,0.816964
2238524323-26744,0.107143,0.258929,0.794643,0.723214
2238148402-305308,0.214286,0.142857,0.660714,0.808036
2238181311-231385,0.174107,0.272321,0.834821,0.718750
2238580259-112086,0.339286,0.071429,0.620536,0.629464
2273187675-189130,0.111607,0.267857,0.821429,0.763393
2238476485-167491,0.285714,0.111607,0.803571,0.901786
2238468399-92291,0.151786,0.120536,0.866071,0.897321
2237913064-77233,0.160714,0.232143,0.669643,0.754464
2862699425-211747,0.267857,0.187500,0.968750,0.714286
2383041774-117469,0.330357,0.165179,0.611607,0.674107
2868478451-288093,0.495536,0.205357,0.959821,0.607143
2417207314-118762,0.312500,0.325893,0.642857,0.808036
2273187909-115234,0.339286,0.151786,0.700893,0.718750
2238348917-310336,0.174107,0.142857,0.906250,0.857143
2868486341-288565,0.160714,0.004464,0.794643,0.718750
2238181631-231410,0.250000,0.102679,0.910714,0.781250
2816356329-133568,0.196429,0.455357,0.736607,0.852679
2238178047-306526,0.334821,0.160714,0.928571,0.803571
2238068226-228063,0.205357,0.473214,0.687500,0.754464
2864913466-287357,0.267857,0.178571,0.803571,0.611607
2238131360-154905,0.308036,0.209821,0.964286,0.964286
2427874315-195852,0.308036,0.049107,0.772321,0.919643
2238525290-175158,0.267857,0.169643,0.727679,0.816964
2238561965-182427,0.361607,0.044643,0.669643,0.825893
2818073310-208443,0.281250,0.071429,0.709821,0.812500
2862690402-360950,0.116071,0.151786,0.714286,0.933036
2238084270-154107,0.084821,0.196429,0.941964,0.638393
2238561013-33752,0.053571,0.227679,0.709821,0.776786
2860302442-360290,0.352679,0.125000,0.776786,0.745536
2238433380-164525,0.187500,0.308036,0.709821,0.745536
2825698342-358604,0.339286,0.687500,0.629464,0.995536
2424121819-119740,0.031250,0.276786,0.928571,0.683036
2238555321-254883,0.129464,0.058036,0.875000,0.852679
2868478421-288084,0.138393,0.138393,0.968750,0.946429
2427872605-195515,0.285714,0.120536,0.691964,0.674107
2238183536-231509,0.062500,0.142857,0.910714,0.946429
2238557464-107287,0.160714,0.133929,0.763393,0.718750
2883255343-67029,0.196429,0.196429,0.928571,0.866071
2303159278-41453,0.053571,0.053571,0.973214,0.959821
2238498457-320178,0.406250,0.160714,0.821429,0.736607
2238486606-242940,0.263393,0.049107,0.758929,0.968750
2449443119-124590,0.303571,0.223214,0.669643,0.562500
2238209071-232665,0.196429,0.125000,0.687500,0.875000
2237923755-151511,0.361607,0.316964,0.687500,0.593750
2417207825-192957,0.214286,0.191964,0.727679,0.745536
2237971613-5200,0.142857,0.196429,0.848214,0.732143
2237889179-77053,0.294643,0.321429,0.785714,0.897321
2238511538-24782,0.290179,0.236607,0.897321,0.785714
2238192042-307256,0.245536,0.187500,0.683036,0.995536
2868481457-363330,0.352679,0.120536,0.781250,0.736607
2449441893-49745,0.102679,0.241071,0.611607,0.727679
2238351078-12765,0.281250,0.053571,0.705357,0.616071
2238189124-83666,0.026786,0.026786,0.816964,0.825893
2238367989-87782,0.093750,0.084821,0.919643,0.924107
2238538929-103928,0.285714,0.138393,0.794643,0.727679
2856935345-210406,0.111607,0.325893,0.785714,0.669643
2238521551-248403,0.133929,0.031250,0.616071,0.750000
2864906393-64009,0.276786,0.303571,0.687500,0.727679
2874301400-214144,0.138393,0.245536,0.714286,0.986607
2238560817-331564,0.303571,0.191964,0.857143,0.875000
2821605330-208962,0.209821,0.183036,0.687500,0.504464
2860294461-285084,0.160714,0.191964,0.593750,0.781250
2427874382-345186,0.026786,0.017857,0.852679,0.995536
2331571305-190095,0.071429,0.446429,0.901786,0.995536
2238553761-254588,0.308036,0.080357,0.821429,0.794643
2981244456-295305,0.299107,0.129464,0.584821,0.861607
2592380263-56778,0.428571,0.232143,0.633929,0.700893
2237966829-79400,0.214286,0.147321,0.633929,0.906250
2238583683-38446,0.321429,0.312500,0.919643,0.602679
2868478437-363134,0.267857,0.232143,0.607143,0.875000
2238459025-165905,0.080357,0.214286,0.946429,0.834821
2238155902-305665,0.129464,0.348214,0.857143,0.892857
2874300341-288813,0.321429,0.120536,0.647321,0.825893
2238502141-245373,0.272321,0.080357,0.616071,0.763393
2237960631-227029,0.187500,0.151786,0.910714,0.852679
2237917874-77459,0.107143,0.169643,0.883929,0.758929
2248039709-114513,0.254464,0.232143,0.816964,0.656250
2382324346-265395,0.410714,0.093750,0.700893,0.620536
2251781255-188660,0.160714,0.263393,0.629464,0.750000
2273187937-338537,0.178571,0.232143,0.714286,0.781250
2964211349-144721,0.276786,0.187500,0.750000,0.633929
2238381774-88337,0.151786,0.250000,0.870536,0.839286
2238511399-98753,0.348214,0.125000,0.794643,0.750000
2238555438-32594,0.330357,0.142857,0.861607,0.857143
2238553521-254559,0.232143,0.093750,0.674107,0.834821
2868486417-363596,0.290179,0.053571,0.727679,0.709821
2238220216-233436,0.049107,0.125000,0.642857,0.825893
2238432968-16177,0.232143,0.142857,0.665179,0.982143
2238220277-308673,0.321429,0.183036,0.705357,0.736607
