species,genus,family,mivs
Oxyrhopus petolarius,Oxyrhopus,Colubridae,0
Oxyrhopus rhombifer,Oxyrhopus,Colubridae,0
Oxyrhopus trigeminus,Oxyrhopus,Colubridae,0
Oxyrhopus vanidicus,Oxyrhopus,Colubridae,0
Oxyuranus microlepidotus,Oxyuranus,Elapidae,1
Oxyuranus scutellatus,Oxyuranus,Elapidae,1
Oxyuranus temporalis,Oxyuranus,Elapidae,1
Palusophis bifossatus,Palusophis,Colubridae,0
Pantherophis alleghaniensis,Pantherophis,Colubridae,0
Pantherophis bairdi,Pantherophis,Colubridae,0
Pantherophis emoryi,Pantherophis,Colubridae,0
Pantherophis guttatus,Pantherophis,Colubridae,0
Pantherophis obsoletus,Pantherophis,Colubridae,0
Pantherophis ramspotti,Pantherophis,Colubridae,0
Pantherophis slowinskii,Pantherophis,Colubridae,0
Pantherophis spiloides,Pantherophis,Colubridae,0
Pantherophis vulpinus,Pantherophis,Colubridae,0
Parafimbrios lao,Parafimbrios,Xenodermidae,0
Parafimbrios vietnamensis,Parafimbrios,Xenodermidae,0
Parahydrophis mertoni,Parahydrophis,Elapidae,0
Paraphimophis rusticus,Paraphimophis,Colubridae,0
Parapistocalamus hedigeri,Parapistocalamus,Elapidae,0
Pararhadinaea melanogaster,Pararhadinaea,Lamprophiidae,0
Parastenophis betsileanus,Parastenophis,Lamprophiidae,0
Paratapinophis praemaxillaris,Paratapinophis,Colubridae,0
Pareas andersonii,Pareas,Pareidae,0
Pareas atayal,Pareas,Pareidae,0
Pareas boulengeri,Pareas,Pareidae,0
Pareas carinatus,Pareas,Pareidae,0
Pareas chinensis,Pareas,Pareidae,0
Pareas formosensis,Pareas,Pareidae,0
Pareas geminatus,Pareas,Pareidae,0
Pareas hamptoni,Pareas,Pareidae,0
Pareas iwasakii,Pareas,Pareidae,0
Pareas komaii,Pareas,Pareidae,0
Pareas macularius,Pareas,Pareidae,0
Pareas margaritophorus,Pareas,Pareidae,0
Pareas menglaensis,Pareas,Pareidae,0
Pareas mengziensis,Pareas,Pareidae,0
Pareas modestus,Pareas,Pareidae,0
Pareas monticola,Pareas,Pareidae,0
Pareas nigriceps,Pareas,Pareidae,0
Pareas nuchalis,Pareas,Pareidae,0
Pareas stanleyi,Pareas,Pareidae,0
Pareas vindumi,Pareas,Pareidae,0
Paroplocephalus atriceps,Paroplocephalus,Elapidae,0
Persiophis fahimii,Persiophis,Colubridae,0
Phalotris cerradensis,Phalotris,Colubridae,0
Phalotris concolor,Phalotris,Colubridae,0
Phalotris cuyanus,Phalotris,Colubridae,0
Phalotris labiomaculatus,Phalotris,Colubridae,0
Phalotris lativittatus,Phalotris,Colubridae,0
Phalotris lemniscatus,Phalotris,Colubridae,0
Phalotris matogrossensis,Phalotris,Colubridae,0
Phalotris mertensi,Phalotris,Colubridae,0
Phalotris multipunctatus,Phalotris,Colubridae,0
Phalotris nasutus,Phalotris,Colubridae,0
Phalotris nigrilatus,Phalotris,Colubridae,0
Phalotris normanscotti,Phalotris,Colubridae,0
Phalotris reticulatus,Phalotris,Colubridae,0
Phalotris sansebastiani,Phalotris,Colubridae,0
Phalotris tricolor,Phalotris,Colubridae,0
Philodryas aestiva,Philodryas,Colubridae,0
Philodryas amaru,Philodryas,Colubridae,0
Philodryas baroni,Philodryas,Colubridae,0
Philodryas boliviana,Philodryas,Colubridae,0
Philodryas chamissonis,Philodryas,Colubridae,0
Philodryas cordata,Philodryas,Colubridae,0
Philodryas erlandi,Philodryas,Colubridae,0
Philodryas livida,Philodryas,Colubridae,0
Philodryas mattogrossensis,Philodryas,Colubridae,0
Philodryas nattereri,Philodryas,Colubridae,0
Philodryas olfersii,Philodryas,Colubridae,0
Philodryas psammophidea,Philodryas,Colubridae,0
Philodryas simonsii,Philodryas,Colubridae,0
Philodryas tachymenoides,Philodryas,Colubridae,0
Philodryas trilineata,Philodryas,Colubridae,0
Philodryas varia,Philodryas,Colubridae,0
Philothamnus angolensis,Philothamnus,Colubridae,0
Philothamnus battersbyi,Philothamnus,Colubridae,0
Philothamnus bequaerti,Philothamnus,Colubridae,0
Philothamnus carinatus,Philothamnus,Colubridae,0
Philothamnus dorsalis,Philothamnus,Colubridae,0
Philothamnus girardi,Philothamnus,Colubridae,0
Philothamnus heterodermus,Philothamnus,Colubridae,0
Philothamnus heterolepidotus,Philothamnus,Colubridae,0
Philothamnus hoplogaster,Philothamnus,Colubridae,0
Philothamnus hughesi,Philothamnus,Colubridae,0
Philothamnus irregularis,Philothamnus,Colubridae,0
Philothamnus macrops,Philothamnus,Colubridae,0
Philothamnus natalensis,Philothamnus,Colubridae,0
Philothamnus nitidus,Philothamnus,Colubridae,0
Philothamnus occidentalis,Philothamnus,Colubridae,0
Philothamnus ornatus,Philothamnus,Colubridae,0
Philothamnus pobeguini,Philothamnus,Colubridae,0
Philothamnus punctatus,Philothamnus,Colubridae,0
Philothamnus ruandae,Philothamnus,Colubridae,0
Philothamnus semivariegatus,Philothamnus,Colubridae,0
Philothamnus thomensis,Philothamnus,Colubridae,0
Phimophis guerini,Phimophis,Colubridae,0
Phimophis guianensis,Phimophis,Colubridae,0
Phimophis vittatus,Phimophis,Colubridae,0
Phisalixella arctifasciata,Phisalixella,Lamprophiidae,0
Phisalixella iarakaensis,Phisalixella,Lamprophiidae,0
Phisalixella tulearensis,Phisalixella,Lamprophiidae,0
Phisalixella variabilis,Phisalixella,Lamprophiidae,0
Phrynonax poecilonotus,Phrynonax,Colubridae,0
Phrynonax polylepis,Phrynonax,Colubridae,0
Phrynonax shropshirei,Phrynonax,Colubridae,0
Phyllorhynchus browni,Phyllorhynchus,Colubridae,0
Phyllorhynchus decurtatus,Phyllorhynchus,Colubridae,0
Phytolopsis punctata,Phytolopsis,Homalopsidae,0
Pituophis catenifer,Pituophis,Colubridae,0
Pituophis deppei,Pituophis,Colubridae,0
Pituophis insulanus,Pituophis,Colubridae,0
Pituophis lineaticollis,Pituophis,Colubridae,0
Pituophis melanoleucus,Pituophis,Colubridae,0
Pituophis ruthveni,Pituophis,Colubridae,0
Pituophis vertebralis,Pituophis,Colubridae,0
Plagiopholis blakewayi,Plagiopholis,Colubridae,0
Plagiopholis delacouri,Plagiopholis,Colubridae,0
Plagiopholis nuchalis,Plagiopholis,Colubridae,0
Plagiopholis styani,Plagiopholis,Colubridae,0
Platyceps afarensis,Platyceps,Colubridae,0
Platyceps atayevi,Platyceps,Colubridae,0
Platyceps bholanathi,Platyceps,Colubridae,0
Platyceps brevis,Platyceps,Colubridae,0
Platyceps collaris,Platyceps,Colubridae,0
Platyceps elegantissimus,Platyceps,Colubridae,0
Platyceps florulentus,Platyceps,Colubridae,0
Platyceps gracilis,Platyceps,Colubridae,0
Platyceps insulanus,Platyceps,Colubridae,0
Platyceps karelini,Platyceps,Colubridae,0
Platyceps ladacensis,Platyceps,Colubridae,0
Platyceps largeni,Platyceps,Colubridae,0
Platyceps messanai,Platyceps,Colubridae,0
Platyceps najadum,Platyceps,Colubridae,0
Platyceps noeli,Platyceps,Colubridae,0
Platyceps rhodorachis,Platyceps,Colubridae,0
Platyceps rogersi,Platyceps,Colubridae,0
Platyceps saharicus,Platyceps,Colubridae,0
Platyceps schmidtleri,Platyceps,Colubridae,0
Platyceps scortecci,Platyceps,Colubridae,0
Platyceps sinai,Platyceps,Colubridae,0
Platyceps sindhensis,Platyceps,Colubridae,0
Platyceps somalicus,Platyceps,Colubridae,0
Platyceps taylori,Platyceps,Colubridae,0
Platyceps thomasi,Platyceps,Colubridae,0
Platyceps variabilis,Platyceps,Colubridae,0
Platyceps ventromaculatus,Platyceps,Colubridae,0
Platyplectrurus madurensis,Platyplectrurus,Uropeltidae,0
Platyplectrurus trilineatus,Platyplectrurus,Uropeltidae,0
Plectrurus aureus,Plectrurus,Uropeltidae,0
Plectrurus guentheri,Plectrurus,Uropeltidae,0
Plectrurus perroteti,Plectrurus,Uropeltidae,0
Plesiodipsas perijanensis,Plesiodipsas,Colubridae,0
Pliocercus elapoides,Pliocercus,Colubridae,0
Pliocercus euryzonus,Pliocercus,Colubridae,0
Poecilopholis cameronensis,Poecilopholis,Colubridae,0
Polemon acanthias,Polemon,Lamprophiidae,0
Polemon ater,Polemon,Lamprophiidae,0
Polemon barthii,Polemon,Lamprophiidae,0
Polemon bocourti,Polemon,Lamprophiidae,0
Polemon christyi,Polemon,Lamprophiidae,0
Polemon collaris,Polemon,Lamprophiidae,0
Polemon fulvicollis,Polemon,Lamprophiidae,0
Polemon gabonensis,Polemon,Lamprophiidae,0
Polemon gracilis,Polemon,Lamprophiidae,0
Polemon graueri,Polemon,Lamprophiidae,0
Polemon griseiceps,Polemon,Lamprophiidae,0
Polemon neuwiedi,Polemon,Lamprophiidae,0
Polemon notatus,Polemon,Lamprophiidae,0
Polemon robustus,Polemon,Lamprophiidae,0
Porthidium arcosae,Porthidium,Viperidae,1
Porthidium dunni,Porthidium,Viperidae,1
Porthidium hespere,Porthidium,Viperidae,1
Porthidium lansbergii,Porthidium,Viperidae,1
Porthidium nasutum,Porthidium,Viperidae,1
Porthidium ophryomegas,Porthidium,Viperidae,1
Porthidium porrasi,Porthidium,Viperidae,1
Porthidium volcanicum,Porthidium,Viperidae,1
Porthidium yucatanicum,Porthidium,Viperidae,1
Proahaetulla antiqua,Proahaetulla,Colubridae,0
Proatheris superciliaris,Proatheris,Viperidae,1
Prosymna ambigua,Prosymna,Lamprophiidae,0
Prosymna angolensis,Prosymna,Lamprophiidae,0
Prosymna bivittata,Prosymna,Lamprophiidae,0
Prosymna frontalis,Prosymna,Lamprophiidae,0
Prosymna greigerti,Prosymna,Lamprophiidae,0
Prosymna janii,Prosymna,Lamprophiidae,0
Prosymna lineata,Prosymna,Lamprophiidae,0
Prosymna meleagris,Prosymna,Lamprophiidae,0
Prosymna ornatissima,Prosymna,Lamprophiidae,0
Prosymna pitmani,Prosymna,Lamprophiidae,0
Prosymna ruspolii,Prosymna,Lamprophiidae,0
Prosymna semifasciata,Prosymna,Lamprophiidae,0
Prosymna somalica,Prosymna,Lamprophiidae,0
Prosymna stuhlmanni,Prosymna,Lamprophiidae,0
Prosymna sundevalli,Prosymna,Lamprophiidae,0
Prosymna visseri,Prosymna,Lamprophiidae,0
Protobothrops cornutus,Protobothrops,Viperidae,1
Protobothrops dabieshanensis,Protobothrops,Viperidae,1
Protobothrops elegans,Protobothrops,Viperidae,1
Protobothrops flavoviridis,Protobothrops,Viperidae,1
Protobothrops himalayanus,Protobothrops,Viperidae,1
Protobothrops jerdonii,Protobothrops,Viperidae,1
Protobothrops kaulbacki,Protobothrops,Viperidae,1
Protobothrops kelomohy,Protobothrops,Viperidae,1
Protobothrops mangshanensis,Protobothrops,Viperidae,1
Protobothrops maolanensis,Protobothrops,Viperidae,1
Protobothrops mucrosquamatus,Protobothrops,Viperidae,1
Protobothrops sieversorum,Protobothrops,Viperidae,1
Protobothrops tokarensis,Protobothrops,Viperidae,1
Protobothrops trungkhanhensis,Protobothrops,Viperidae,1
Protobothrops xiangchengensis,Protobothrops,Viperidae,1
Psammodynastes pictus,Psammodynastes,Lamprophiidae,0
Psammodynastes pulverulentus,Psammodynastes,Lamprophiidae,0
Psammophis aegyptius,Psammophis,Lamprophiidae,0
Psammophis afroccidentalis,Psammophis,Lamprophiidae,0
Psammophis angolensis,Psammophis,Lamprophiidae,0
Psammophis ansorgii,Psammophis,Lamprophiidae,0
Psammophis biseriatus,Psammophis,Lamprophiidae,0
Psammophis brevirostris,Psammophis,Lamprophiidae,0
Psammophis condanarus,Psammophis,Lamprophiidae,0
Psammophis crucifer,Psammophis,Lamprophiidae,0
Psammophis elegans,Psammophis,Lamprophiidae,0
Psammophis indochinensis,Psammophis,Lamprophiidae,0
Psammophis jallae,Psammophis,Lamprophiidae,0
Psammophis leightoni,Psammophis,Lamprophiidae,0
Psammophis leithii,Psammophis,Lamprophiidae,0
Psammophis leopardinus,Psammophis,Lamprophiidae,0
Psammophis lineatus,Psammophis,Lamprophiidae,0
Psammophis lineolatus,Psammophis,Lamprophiidae,0
Psammophis longifrons,Psammophis,Lamprophiidae,0
Psammophis mossambicus,Psammophis,Lamprophiidae,0
Psammophis namibensis,Psammophis,Lamprophiidae,0
Psammophis notostictus,Psammophis,Lamprophiidae,0
Psammophis orientalis,Psammophis,Lamprophiidae,0
Psammophis phillipsii,Psammophis,Lamprophiidae,0
Psammophis praeornatus,Psammophis,Lamprophiidae,0
Psammophis pulcher,Psammophis,Lamprophiidae,0
Psammophis punctulatus,Psammophis,Lamprophiidae,0
Psammophis rukwae,Psammophis,Lamprophiidae,0
Psammophis schokari,Psammophis,Lamprophiidae,0
Psammophis sibilans,Psammophis,Lamprophiidae,0
Psammophis subtaeniatus,Psammophis,Lamprophiidae,0
Psammophis sudanensis,Psammophis,Lamprophiidae,0
Psammophis tanganicus,Psammophis,Lamprophiidae,0
Psammophis trigrammus,Psammophis,Lamprophiidae,0
Psammophis trinasalis,Psammophis,Lamprophiidae,0
Psammophis zambiensis,Psammophis,Lamprophiidae,0
Psammophylax kellyi,Psammophylax,Lamprophiidae,0
Psammophylax multisquamis,Psammophylax,Lamprophiidae,0
Psammophylax ocellatus,Psammophylax,Lamprophiidae,0
Psammophylax rhombeatus,Psammophylax,Lamprophiidae,0
Psammophylax tritaeniatus,Psammophylax,Lamprophiidae,0
Psammophylax variabilis,Psammophylax,Lamprophiidae,0
Pseudablabes agassizii,Pseudablabes,Colubridae,0
Pseudablabes arnaldoi,Pseudablabes,Colubridae,0
Pseudablabes patagoniensis,Pseudablabes,Colubridae,0
Pseudagkistrodon rudis,Pseudagkistrodon,Colubridae,0
Pseudalsophis biserialis,Pseudalsophis,Colubridae,0
Pseudalsophis darwini,Pseudalsophis,Colubridae,0
Pseudalsophis dorsalis,Pseudalsophis,Colubridae,0
Pseudalsophis elegans,Pseudalsophis,Colubridae,0
Pseudalsophis hephaestus,Pseudalsophis,Colubridae,0
Pseudalsophis hoodensis,Pseudalsophis,Colubridae,0
Pseudalsophis occidentalis,Pseudalsophis,Colubridae,0
Pseudalsophis slevini,Pseudalsophis,Colubridae,0
Pseudalsophis steindachneri,Pseudalsophis,Colubridae,0
Pseudalsophis thomasi,Pseudalsophis,Colubridae,0
Pseudaspis cana,Pseudaspis,Lamprophiidae,0
Pseudechis australis,Pseudechis,Elapidae,1
Pseudechis butleri,Pseudechis,Elapidae,1
Pseudechis colletti,Pseudechis,Elapidae,1
Pseudechis guttatus,Pseudechis,Elapidae,1
Pseudechis pailsei,Pseudechis,Elapidae,1
Pseudechis papuanus,Pseudechis,Elapidae,1
Pseudechis porphyriacus,Pseudechis,Elapidae,1
Pseudechis rossignolii,Pseudechis,Elapidae,1
Pseudechis weigeli,Pseudechis,Elapidae,1
Pseudelaphe flavirufa,Pseudelaphe,Colubridae,0
Pseudelaphe phaescens,Pseudelaphe,Colubridae,0
Pseudoboa coronata,Pseudoboa,Colubridae,0
Pseudoboa haasi,Pseudoboa,Colubridae,0
Pseudoboa martinsi,Pseudoboa,Colubridae,0
Pseudoboa neuwiedii,Pseudoboa,Colubridae,0
Pseudoboa nigra,Pseudoboa,Colubridae,0
Pseudoboa serrana,Pseudoboa,Colubridae,0
Pseudoboodon boehmei,Pseudoboodon,Lamprophiidae,0
Pseudoboodon gascae,Pseudoboodon,Lamprophiidae,0
Pseudoboodon lemniscatus,Pseudoboodon,Lamprophiidae,0
Pseudoboodon sandfordorum,Pseudoboodon,Lamprophiidae,0
Pseudocerastes fieldi,Pseudocerastes,Viperidae,1
Pseudocerastes persicus,Pseudocerastes,Viperidae,1
Pseudocerastes urarachnoides,Pseudocerastes,Viperidae,1
Pseudoeryx plicatilis,Pseudoeryx,Colubridae,0
Pseudoeryx relictualis,Pseudoeryx,Colubridae,0
Pseudoferania polylepis,Pseudoferania,Homalopsidae,0
Pseudoficimia frontalis,Pseudoficimia,Colubridae,0
Pseudohaje goldii,Pseudohaje,Elapidae,1
Pseudohaje nigra,Pseudohaje,Elapidae,1
Pseudoleptodeira latifasciata,Pseudoleptodeira,Colubridae,0
Pseudonaja affinis,Pseudonaja,Elapidae,1
Pseudonaja aspidorhyncha,Pseudonaja,Elapidae,1
Pseudonaja guttata,Pseudonaja,Elapidae,1
Pseudonaja inframacula,Pseudonaja,Elapidae,1
Pseudonaja ingrami,Pseudonaja,Elapidae,1
Pseudonaja mengdeni,Pseudonaja,Elapidae,1
Pseudonaja modesta,Pseudonaja,Elapidae,1
Pseudonaja nuchalis,Pseudonaja,Elapidae,1
Pseudonaja textilis,Pseudonaja,Elapidae,1
Pseudoplectrurus canaricus,Pseudoplectrurus,Uropeltidae,0
Pseudorabdion albonuchalis,Pseudorabdion,Colubridae,0
Pseudorabdion ater,Pseudorabdion,Colubridae,0
Pseudorabdion collaris,Pseudorabdion,Colubridae,0
Pseudorabdion eiselti,Pseudorabdion,Colubridae,0
Pseudorabdion longiceps,Pseudorabdion,Colubridae,0
Pseudorabdion mcnamarae,Pseudorabdion,Colubridae,0
Pseudorabdion modiglianii,Pseudorabdion,Colubridae,0
Pseudorabdion montanum,Pseudorabdion,Colubridae,0
Pseudorabdion oxycephalum,Pseudorabdion,Colubridae,0
Pseudorabdion sarasinorum,Pseudorabdion,Colubridae,0
Pseudorabdion saravacense,Pseudorabdion,Colubridae,0
Pseudorabdion sirambense,Pseudorabdion,Colubridae,0
Pseudorabdion talonuran,Pseudorabdion,Colubridae,0
Pseudorabdion taylori,Pseudorabdion,Colubridae,0
Pseudorabdion torquatum,Pseudorabdion,Colubridae,0
Pseudotomodon trigonatus,Pseudotomodon,Colubridae,0
Pseudoxenodon bambusicola,Pseudoxenodon,Colubridae,0
Pseudoxenodon baramensis,Pseudoxenodon,Colubridae,0
Pseudoxenodon inornatus,Pseudoxenodon,Colubridae,0
Pseudoxenodon karlschmidti,Pseudoxenodon,Colubridae,0
Pseudoxenodon macrops,Pseudoxenodon,Colubridae,0
Pseudoxenodon stejnegeri,Pseudoxenodon,Colubridae,0
Pseudoxyrhopus ambreensis,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus analabe,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus ankafinaensis,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus heterurus,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus imerinae,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus kely,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus microps,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus oblectator,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus quinquelineatus,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus sokosoko,Pseudoxyrhopus,Lamprophiidae,0
Pseudoxyrhopus tritaeniatus,Pseudoxyrhopus,Lamprophiidae,0
Psomophis genimaculatus,Psomophis,Colubridae,0
Psomophis joberti,Psomophis,Colubridae,0
Psomophis obtusus,Psomophis,Colubridae,0
Ptyas carinata,Ptyas,Colubridae,0
Ptyas dhumnades,Ptyas,Colubridae,0
Ptyas dipsas,Ptyas,Colubridae,0
Ptyas doriae,Ptyas,Colubridae,0
Ptyas fusca,Ptyas,Colubridae,0
Ptyas herminae,Ptyas,Colubridae,0
Ptyas korros,Ptyas,Colubridae,0
Ptyas luzonensis,Ptyas,Colubridae,0
Ptyas major,Ptyas,Colubridae,0
Ptyas mucosa,Ptyas,Colubridae,0
Ptyas multicincta,Ptyas,Colubridae,0
Ptyas nigromarginata,Ptyas,Colubridae,0
Ptyas semicarinata,Ptyas,Colubridae,0
Ptychophis flavovirgatus,Ptychophis,Colubridae,0
Python anchietae,Python,Pythonidae,0
Python bivittatus,Python,Pythonidae,0
Python breitensteini,Python,Pythonidae,0
Python brongersmai,Python,Pythonidae,0
Python curtus,Python,Pythonidae,0
Python kyaiktiyo,Python,Pythonidae,0
Python molurus,Python,Pythonidae,0
Python natalensis,Python,Pythonidae,0
Python regius,Python,Pythonidae,0
Python sebae,Python,Pythonidae,0
Pythonodipsas carinata,Pythonodipsas,Lamprophiidae,0
Rabdion forsteni,Rabdion,Colubridae,0
Rabdion grovesi,Rabdion,Colubridae,0
Raclitia indica,Raclitia,Homalopsidae,0
Ramphotyphlops acuticaudus,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops adocetus,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops angusticeps,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops becki,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops bipartitus,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops conradi,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops cumingii,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops depressus,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops exocoeti,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops flaviventer,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops hatmaliyeb,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops lineatus,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops lorenzi,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops mansuetus,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops marxi,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops multilineatus,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops olivaceus,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops similis,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops suluensis,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops supranasalis,Ramphotyphlops,Typhlopidae,0
Ramphotyphlops willeyi,Ramphotyphlops,Typhlopidae,0
Regina grahamii,Regina,Colubridae,0
Regina septemvittata,Regina,Colubridae,0
Rena boettgeri,Rena,Leptotyphlopidae,0
Rena bressoni,Rena,Leptotyphlopidae,0
Rena dissecta,Rena,Leptotyphlopidae,0
Rena dugesii,Rena,Leptotyphlopidae,0
Rena dulcis,Rena,Leptotyphlopidae,0
Rena humilis,Rena,Leptotyphlopidae,0
Rena iversoni,Rena,Leptotyphlopidae,0
Rena maxima,Rena,Leptotyphlopidae,0
Rena myopica,Rena,Leptotyphlopidae,0
Rena segrega,Rena,Leptotyphlopidae,0
Rena unguirostris,Rena,Leptotyphlopidae,0
Rhabdophis adleri,Rhabdophis,Colubridae,0
Rhabdophis akraios,Rhabdophis,Colubridae,0
Rhabdophis angeli,Rhabdophis,Colubridae,0
Rhabdophis auriculatus,Rhabdophis,Colubridae,0
Rhabdophis barbouri,Rhabdophis,Colubridae,0
Rhabdophis callichroma,Rhabdophis,Colubridae,0
Rhabdophis callistus,Rhabdophis,Colubridae,0
Rhabdophis ceylonensis,Rhabdophis,Colubridae,0
Rhabdophis chiwen,Rhabdophis,Colubridae,0
Rhabdophis chrysargoides,Rhabdophis,Colubridae,0
Rhabdophis chrysargos,Rhabdophis,Colubridae,0
Rhabdophis conspicillatus,Rhabdophis,Colubridae,0
Rhabdophis flaviceps,Rhabdophis,Colubridae,0
Rhabdophis guangdongensis,Rhabdophis,Colubridae,0
Rhabdophis himalayanus,Rhabdophis,Colubridae,0
Rhabdophis leonardi,Rhabdophis,Colubridae,0
Rhabdophis lineatus,Rhabdophis,Colubridae,0
Rhabdophis murudensis,Rhabdophis,Colubridae,0
Rhabdophis nigrocinctus,Rhabdophis,Colubridae,0
Rhabdophis nuchalis,Rhabdophis,Colubridae,0
Rhabdophis pentasupralabialis,Rhabdophis,Colubridae,0
Rhabdophis plumbicolor,Rhabdophis,Colubridae,0
Rhabdophis rhodomelas,Rhabdophis,Colubridae,0
Rhabdophis spilogaster,Rhabdophis,Colubridae,0
Rhabdophis subminiatus,Rhabdophis,Colubridae,1
Rhabdophis swinhonis,Rhabdophis,Colubridae,0
Rhabdophis tigrinus,Rhabdophis,Colubridae,1
Rhabdops aquaticus,Rhabdops,Colubridae,0
Rhabdops olivaceus,Rhabdops,Colubridae,0
Rhachidelus brazili,Rhachidelus,Colubridae,0
Rhadinaea bogertorum,Rhadinaea,Colubridae,0
Rhadinaea calligaster,Rhadinaea,Colubridae,0
Rhadinaea cuneata,Rhadinaea,Colubridae,0
Rhadinaea decorata,Rhadinaea,Colubridae,0
Rhadinaea flavilata,Rhadinaea,Colubridae,0
Rhadinaea forbesi,Rhadinaea,Colubridae,0
Rhadinaea fulvivittis,Rhadinaea,Colubridae,0
Rhadinaea gaigeae,Rhadinaea,Colubridae,0
Rhadinaea hesperia,Rhadinaea,Colubridae,0
Rhadinaea laureata,Rhadinaea,Colubridae,0
Rhadinaea macdougalli,Rhadinaea,Colubridae,0
Rhadinaea marcellae,Rhadinaea,Colubridae,0
Rhadinaea montana,Rhadinaea,Colubridae,0
Rhadinaea myersi,Rhadinaea,Colubridae,0
Rhadinaea nuchalis,Rhadinaea,Colubridae,0
Rhadinaea omiltemana,Rhadinaea,Colubridae,0
Rhadinaea pulveriventris,Rhadinaea,Colubridae,0
Rhadinaea quinquelineata,Rhadinaea,Colubridae,0
Rhadinaea sargenti,Rhadinaea,Colubridae,0
Rhadinaea taeniata,Rhadinaea,Colubridae,0
Rhadinaea vermiculaticeps,Rhadinaea,Colubridae,0
Rhadinella anachoreta,Rhadinella,Colubridae,0
Rhadinella donaji,Rhadinella,Colubridae,0
Rhadinella dysmica,Rhadinella,Colubridae,0
Rhadinella godmani,Rhadinella,Colubridae,0
Rhadinella hannsteini,Rhadinella,Colubridae,0
Rhadinella hempsteadae,Rhadinella,Colubridae,0
Rhadinella kanalchutchan,Rhadinella,Colubridae,0
Rhadinella kinkelini,Rhadinella,Colubridae,0
Rhadinella lachrymans,Rhadinella,Colubridae,0
Rhadinella lisyae,Rhadinella,Colubridae,0
Rhadinella montecristi,Rhadinella,Colubridae,0
Rhadinella pegosalyta,Rhadinella,Colubridae,0
Rhadinella pilonaorum,Rhadinella,Colubridae,0
Rhadinella posadasi,Rhadinella,Colubridae,0
Rhadinella rogerromani,Rhadinella,Colubridae,0
Rhadinella schistosa,Rhadinella,Colubridae,0
Rhadinella serperaster,Rhadinella,Colubridae,0
Rhadinella stadelmani,Rhadinella,Colubridae,0
Rhadinella tolpanorum,Rhadinella,Colubridae,0
Rhadinella xerophila,Rhadinella,Colubridae,0
Rhadinophanes monticola,Rhadinophanes,Colubridae,0
Rhamnophis aethiopissa,Rhamnophis,Colubridae,0
Rhamnophis batesii,Rhamnophis,Colubridae,0
Rhamphiophis oxyrhynchus,Rhamphiophis,Lamprophiidae,0
Rhamphiophis rostratus,Rhamphiophis,Lamprophiidae,0
Rhamphiophis rubropunctatus,Rhamphiophis,Lamprophiidae,0
Rhinobothryum bovallii,Rhinobothryum,Colubridae,0
Rhinobothryum lentiginosum,Rhinobothryum,Colubridae,0
Rhinocheilus antonii,Rhinocheilus,Colubridae,0
Rhinocheilus etheridgei,Rhinocheilus,Colubridae,0
Rhinocheilus lecontei,Rhinocheilus,Colubridae,0
Rhinoguinea magna,Rhinoguinea,Leptotyphlopidae,0
Rhinoleptus koniagui,Rhinoleptus,Leptotyphlopidae,0
Rhinophis blythii,Rhinophis,Uropeltidae,0
Rhinophis dorsimaculatus,Rhinophis,Uropeltidae,0
Rhinophis drummondhayi,Rhinophis,Uropeltidae,0
Rhinophis erangaviraji,Rhinophis,Uropeltidae,0
Rhinophis fergusonianus,Rhinophis,Uropeltidae,0
Rhinophis goweri,Rhinophis,Uropeltidae,0
Rhinophis gunasekarai,Rhinophis,Uropeltidae,0
Rhinophis homolepis,Rhinophis,Uropeltidae,0
Rhinophis karinthandani,Rhinophis,Uropeltidae,0
Rhinophis lineatus,Rhinophis,Uropeltidae,0
Rhinophis melanogaster,Rhinophis,Uropeltidae,0
